Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://softmake.in/,,-,0.0,n/a,0,308,0.015,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,0,-,
https://softmake.in/llms.txt,,-,-,n/a,0,308,0.086,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
https://softmake.in/robots.txt,,-,-,n/a,0,308,0.026,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://www.softmake.in/,Softmake IT Solutions | Premium Software Engineering,0,0.0,n/a,0,200,0.019,0,0,0,0,0,-,1,1,0,0,0,-,-,3,172,6,-,
https://www.softmake.in/llms.txt,,-,-,n/a,0,200,0.043,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,1,-,
https://www.softmake.in/robots.txt,,-,-,n/a,0,200,0.035,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://www.softmake.in/sitemap.xml,,-,-,n/a,0,200,0.053,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
